company,company_clean,founded_year,country,city,industry,total_funding_usd,funding_rounds,valuation_usd,joined_date
DispatchHealth,dispatchhealth,2013.0,United States,Denver,Health,0.0,0,1700000000.0,2021-03-03
DistroKid,distrokid,2013.0,United States,New York,Internet,0.0,0,1300000000.0,2021-08-16
Divvy Homes,divvyhomes,2017.0,United States,San Francisco,Fintech,0.0,0,2000000000.0,2021-08-13
Doctolib,doctolib,2013.0,France,Paris,Health,0.0,0,1140000000.0,2019-03-19
Domestika,domestika,2012.0,United States,Berkeley,Internet,0.0,0,1300000000.0,2022-01-27
Dragos,dragos,2016.0,United States,Hanover,Cybersecurity,0.0,0,1700000000.0,2021-10-28
Drata,drata,2020.0,United States,San Diego,Cybersecurity,0.0,0,1000000000.0,2021-11-08
Dream Games,dreamgames,2019.0,Turkey,Istanbul,Mobile & telecommunications,0.0,0,2750000000.0,2021-06-30
Dream11,dream11,2007.0,India,Mumbai,Internet,0.0,0,8000000000.0,2019-04-09
Dremio,dremio,2015.0,United States,Santa Clara,Data,0.0,0,2000000000.0,2021-01-06
DriveNets,drivenets,2015.0,Israel,Ra'anana,Internet,0.0,0,1000000000.0,2021-01-27
DriveWealth,drivewealth,2012.0,United States,Chatham,Fintech,0.0,0,2850000000.0,2021-08-20
Druva,druva,2007.0,United States,Sunnyvale,Data,42000000.0,3,2000000000.0,2019-06-20
Dunamu,dunamu,2012.0,South Korea,Seoul,Fintech,0.0,0,1000000000.0,2021-07-22
Dune Analytics,duneanalytics,2018.0,Norway,Oslo,Data,0.0,0,1000000000.0,2022-02-02
Dutchie,dutchie,2017.0,United States,Bend,E-commerce & direct-to-consumer,0.0,0,3750000000.0,2021-03-16
Dxy.cn,dxycn,2000.0,China,Hangzhou,Health,0.0,0,1000000000.0,2018-04-10
EBANX,ebanx,2012.0,Brazil,Curitiba,Fintech,0.0,0,1000000000.0,2019-10-16
ECARX,ecarx,2016.0,China,Wuhan,Auto & transportation,0.0,0,3310000000.0,2020-10-26
ENOVATE,enovate,2015.0,China,Shanghai,Auto & transportation,0.0,0,1850000000.0,2019-04-15
EQRx,eqrx,2020.0,United States,Cambridge,Health,0.0,0,1230000000.0,2021-01-11
Earnix,earnix,2001.0,Israel,Giv'atayim,Fintech,10000000.0,2,2000000000.0,2021-02-21
Easyhome,easyhome,1999.0,China,Beijing,Consumer & retail,0.0,0,5780000000.0,2018-02-12
Eat Just,eatjust,2011.0,United States,San Francisco,Consumer & retail,0.0,0,1100000000.0,2017-11-30
EcoFlow,ecoflow,2017.0,China,Shenzhen,Hardware,0.0,0,1000000000.0,2021-06-10
Eightfold.ai,eightfoldai,2016.0,United States,Santa Clara,Internet,0.0,0,2100000000.0,2020-10-27
Einride,einride,2016.0,Sweden,Stockholm,Auto & transportation,0.0,0,1440000000.0,2021-12-31
ElasticRun,elasticrun,2016.0,India,Pune,"Supply chain, logistics, & delivery",0.0,0,1500000000.0,2022-02-07
Electric,electric,2016.0,United States,New York,Cybersecurity,0.0,0,1000000000.0,2022-03-29
Elemy,elemy,2019.0,United States,San Francisco,Health,0.0,0,1000000000.0,2021-10-06
Emerging Markets Property Group,emergingmarketspropertygroup,2015.0,United Arab Emirates,Dubai,Other,0.0,0,1000000000.0,2020-04-28
Enflame,enflame,2018.0,China,Shanghai,Hardware,0.0,0,1240000000.0,2021-01-05
Enpal,enpal,2017.0,Germany,Berlin,Internet,0.0,0,1100000000.0,2021-10-18
Envoy,envoy,2013.0,United States,San Francisco,Internet,0.0,0,1400000000.0,2022-01-11
Epic Games,epicgames,1991.0,United States,Cary,Other,0.0,0,42000000000.0,2018-10-26
Epidemic Sound,epidemicsound,2009.0,Sweden,Stockholm,Internet,0.0,0,1400000000.0,2021-03-11
Epirus,epirus,2018.0,United States,Hawthorne,Other,0.0,0,1350000000.0,2022-02-14
Eruditus Executive Education,eruditusexecutiveeducation,2010.0,India,Mumbai,Edtech,0.0,0,3200000000.0,2021-08-12
Esusu,esusu,2015.0,United States,New York,Fintech,0.0,0,1000000000.0,2022-01-27
Ethos,ethos,2019.0,United States,San Francisco,Fintech,0.0,0,2700000000.0,2021-05-11
Everlaw,everlaw,2010.0,United States,Oakland,Internet,0.0,0,2000000000.0,2021-11-02
Everly Health,everlyhealth,2015.0,United States,Austin,E-commerce & direct-to-consumer,0.0,0,1300000000.0,2020-12-03
Evidation,evidation,2012.0,United States,San Mateo,Health,0.0,0,1000000000.0,2021-03-22
Exabeam,exabeam,2013.0,United States,Foster City,Cybersecurity,0.0,0,2400000000.0,2021-06-01
Exotec,exotec,2015.0,France,Croix,Hardware,0.0,0,2000000000.0,2022-01-17
Expel,expel,2016.0,United States,Herndon,Cybersecurity,0.0,0,1000000000.0,2021-11-18
Extend,extend,2004.0,United States,San Francisco,Fintech,0.0,0,1600000000.0,2021-05-18
FLASH,flash,2011.0,United States,Austin,Fintech,0.0,0,1000000000.0,2022-03-16
FTX,ftx,2018.0,Bahamas,Fintech,Other,0.0,0,32000000000.0,2021-07-20
FXiaoKe,fxiaoke,2011.0,China,Beijing,Mobile & telecommunications,0.0,0,1000000000.0,2015-07-02
Fabric,fabric,2017.0,United States,Bellevue,E-commerce & direct-to-consumer,0.0,0,1500000000.0,2022-02-24
Fair,fair,2016.0,United States,Santa Monica,Auto & transportation,0.0,0,1000000000.0,2018-12-20
Faire,faire,2017.0,United States,San Francisco,Artificial intelligence,0.0,0,12400000000.0,2019-10-30
FalconX,falconx,2018.0,United States,San Mateo,Fintech,0.0,0,3750000000.0,2021-08-10
Fanatics,fanatics,1995.0,United States,Jacksonville,E-commerce & direct-to-consumer,395000000.0,2,27000000000.0,2012-06-06
Farmers Business Network,farmersbusinessnetwork,2014.0,United States,San Carlos,Other,0.0,0,4000000000.0,2020-08-03
Feedzai,feedzai,2009.0,United States,San Mateo,Artificial intelligence,4473643.0,2,1000000000.0,2021-03-24
Fenbi Education,fenbieducation,2015.0,China,Beijing,Edtech,0.0,0,1950000000.0,2021-02-07
Fetch Rewards,fetchrewards,2014.0,United States,Madison,E-commerce & direct-to-consumer,0.0,0,1000000000.0,2021-03-31
Fever Labs,feverlabs,2012.0,United States,New York,Internet,0.0,0,1000000000.0,2022-01-26
Figma,figma,2012.0,United States,San Francisco,Internet,3874996.0,1,10000000000.0,2020-04-30
Figment,figment,2018.0,Canada,Toronto,Internet,1000000.0,1,1400000000.0,2021-12-20
Fireblocks,fireblocks,2018.0,United States,New York,Fintech,0.0,0,8000000000.0,2021-07-27
Firebolt,firebolt,2019.0,Israel,Tel Aviv,Data,0.0,0,1400000000.0,2022-01-26
Firefly Aerospace,fireflyaerospace,2014.0,United States,Cedar Park,Other,0.0,0,1100000000.0,2021-05-04
FirstCry,firstcry,2010.0,India,Pune,E-commerce & direct-to-consumer,14000000.0,1,2100000000.0,2020-02-07
Fiture,fiture,2019.0,China,Chengdu,Health,0.0,0,1000000000.0,2021-04-14
Five Star Business Finance,fivestarbusinessfinance,1984.0,India,Chennai,Other,0.0,0,1400000000.0,2021-03-26
FiveTran,fivetran,2012.0,United States,Oakland,Data,0.0,1,5600000000.0,2020-06-30
Flash Express,flashexpress,2017.0,Thailand,Bangkok,"Supply chain, logistics, & delivery",0.0,0,1000000000.0,2021-02-01
FlashEx,flashex,2014.0,China,Beijing,"Supply chain, logistics, & delivery",0.0,0,1000000000.0,2018-08-27
Flexport,flexport,2013.0,United States,San Francisco,"Supply chain, logistics, & delivery",0.0,0,8000000000.0,2018-04-30
Flink,flink,2021.0,Germany,Berlin,E-commerce & direct-to-consumer,0.0,0,2850000000.0,2021-12-01
Flink Food,flinkfood,2021.0,Germany,Berlin,E-commerce & direct-to-consumer,0.0,0,3000000000.0,2021-12-01
Flipboard,flipboard,2010.0,United States,Palo Alto,Internet,160500000.0,4,1320000000.0,2015-07-22
Flipdish,flipdish,2015.0,Ireland,Dublin,Internet,0.0,0,1250000000.0,2022-01-13
FlixBus,flixbus,2013.0,Germany,Munich,Auto & transportation,0.0,0,3000000000.0,2019-07-18
FlixMobility,flixmobility,2013.0,Germany,Munich,Auto & transportation,0.0,0,3000000000.0,2019-07-18
FloQast,floqast,2013.0,United States,Los Angeles,Fintech,50000.0,1,1200000000.0,2021-07-21
Flock Freight,flockfreight,2015.0,United States,Encinitas,"Supply chain, logistics, & delivery",0.0,0,1300000000.0,2021-10-20
Flock Safety,flocksafety,2017.0,United States,Atlanta,Hardware,0.0,0,3500000000.0,2021-07-13
Flutterwave,flutterwave,2016.0,United States,San Francisco,Fintech,0.0,0,3000000000.0,2021-03-09
Formlabs,formlabs,2011.0,United States,Somerville,Hardware,22300000.0,3,2000000000.0,2018-08-01
Forte Labs,fortelabs,2018.0,United States,San Francisco,Fintech,0.0,0,1000000000.0,2021-05-12
Forter,forter,2013.0,United States,New York,Cybersecurity,0.0,0,3000000000.0,2020-11-19
Forto,forto,2016.0,Germany,Berlin,"Supply chain, logistics, & delivery",0.0,0,1200000000.0,2021-06-21
Fractal Analytics,fractalanalytics,2000.0,India,Mumbai,Data,25000000.0,1,1000000000.0,2022-01-05
Freshbooks,freshbooks,2004.0,Canada,Toronto,Fintech,0.0,0,1000000000.0,2021-08-10
FullStory,fullstory,2014.0,United States,Atlanta,Internet,0.0,0,1800000000.0,2021-08-04
Fundbox,fundbox,2013.0,United States,San Francisco,Fintech,0.0,0,1100000000.0,2021-11-30
G2,g2,2012.0,United States,Chicago,Internet,0.0,0,1100000000.0,2021-06-22
G7 Networks,g7networks,2006.0,China,Beijing,"Supply chain, logistics, & delivery",0.0,0,2200000000.0,2022-02-15
GO1,go1,2015.0,Australia,Brisbane,Internet,0.0,0,1000000000.0,2021-07-19
GOAT,goat,2015.0,United States,Culver City,E-commerce & direct-to-consumer,0.0,0,3700000000.0,2020-09-23
GPclub,gpclub,2003.0,South Korea,Seoul,Other,0.0,0,1320000000.0,2018-10-22
GalaxySpace,galaxyspace,2016.0,China,Beijing,Mobile & telecommunications,0.0,0,1220000000.0,2020-11-17
Games24x7,games24x7,2006.0,India,Mumbai,Internet,0.0,0,3000000000.0,2022-03-30
Gauntlet Networks,gauntletnetworks,2018.0,United States,New York,Fintech,0.0,0,1000000000.0,2022-03-07
Gaussian Robotics,gaussianrobotics,2013.0,China,Shanghai,Hardware,0.0,0,1100000000.0,2021-11-10
Geek+,geek,2015.0,China,Beijing,Hardware,0.0,0,1000000000.0,2018-11-21
Gelato,gelato,2007.0,Norway,Oslo,E-commerce & direct-to-consumer,0.0,0,1000000000.0,2021-08-16
Gem,gem,2017.0,United States,San Francisco,Internet,0.0,0,1200000000.0,2021-09-28
Gemini,gemini,2015.0,United States,New York,Fintech,0.0,0,7100000000.0,2021-11-19
Genki Forest,genkiforest,2016.0,China,Beijing,Consumer & retail,0.0,0,15000000000.0,2020-03-01
GetYourGuide,getyourguide,2009.0,Germany,Berlin,Travel,16000000.0,2,1100000000.0,2019-05-16
Getir,getir,2015.0,Turkey,Istanbul,E-commerce & direct-to-consumer,0.0,0,7500000000.0,2021-03-26
Gett,gett,2010.0,United Kingdom,London,Auto & transportation,457590.0,1,1500000000.0,2016-05-24
Glia,glia,2012.0,United States,New York,Fintech,0.0,0,1000000000.0,2022-03-21
Global Switch,globalswitch,1998.0,United Kingdom,London,Hardware,0.0,0,11100000000.0,2016-12-22
GlobalBees,globalbees,2021.0,India,New Delhi,E-commerce & direct-to-consumer,0.0,0,1100000000.0,2021-12-28
Globality,globality,2015.0,United States,Menlo Park,Artificial intelligence,0.0,0,1000000000.0,2019-01-22
Globalization Partners,globalizationpartners,2012.0,United States,Boston,Internet,0.0,0,4200000000.0,2022-01-24
Glossier,glossier,2014.0,United States,New York,Consumer & retail,0.0,0,1200000000.0,2019-03-19
GoCardless,gocardless,2011.0,United Kingdom,London,Fintech,4800000.0,2,2100000000.0,2022-02-08
GoStudent,gostudent,2017.0,Austria,Vienna,Edtech,0.0,0,3500000000.0,2021-06-22
Gong,gong,2015.0,United States,Palo Alto,Artificial intelligence,0.0,0,7250000000.0,2020-08-12
GoodLeap,goodleap,2003.0,United States,Roseville,Internet,0.0,0,12000000000.0,2021-10-13
Gorillas,gorillas,2020.0,Germany,Berlin,E-commerce & direct-to-consumer,0.0,0,3100000000.0,2021-03-25
Gousto,gousto,2012.0,United Kingdom,London,"Supply chain, logistics, & delivery",2808357.0,2,1700000000.0,2020-11-03
Grafana Labs,grafanalabs,2014.0,United States,New York,Internet,0.0,0,3000000000.0,2021-08-24
Grammarly,grammarly,2009.0,United States,San Francisco,Internet,0.0,0,13000000000.0,2019-10-10
Graphcore,graphcore,2016.0,United Kingdom,Bristol,Artificial intelligence,0.0,0,2770000000.0,2018-12-18
Greenlight,greenlight,2014.0,United States,Atlanta,Fintech,40331.0,1,2300000000.0,2020-09-24
Greensill,greensill,2011.0,United Kingdom,London,Fintech,0.0,0,4000000000.0,2018-07-16
Groq,groq,2016.0,United States,Mountain View,Artificial intelligence,0.0,0,1000000000.0,2021-04-14
Grove Collaborative,grovecollaborative,2016.0,United States,San Francisco,E-commerce & direct-to-consumer,0.0,0,1320000000.0,2019-09-06
Groww,groww,2017.0,India,Bengaluru,Fintech,0.0,0,3000000000.0,2021-04-07
GrubMarket,grubmarket,2013.0,United States,San Francisco,E-commerce & direct-to-consumer,0.0,0,1200000000.0,2021-09-14
Guideline,guideline,2015.0,United States,San Mateo,Fintech,0.0,0,1150000000.0,2021-06-16
Guild Education,guildeducation,2015.0,United States,Denver,Internet,0.0,0,3750000000.0,2019-11-13
Guoquan Shihui,guoquanshihui,2017.0,China,Shanghai,Consumer & retail,0.0,0,2000000000.0,2021-03-17
GupShup,gupshup,2011.0,United States,San Francisco,Internet,0.0,0,1400000000.0,2021-04-08
Gusto,gusto,2011.0,United States,San Francisco,Fintech,0.0,0,10000000000.0,2015-12-18
Gympass,gympass,2012.0,United States,New York,Internet,0.0,0,2200000000.0,2019-06-12
Gymshark,gymshark,2012.0,United Kingdom,Solihull,E-commerce & direct-to-consumer,0.0,0,1450000000.0,2020-08-14
H2O.ai,h2oai,2011.0,United States,Mountain View,Artificial intelligence,0.0,0,1700000000.0,2021-11-07
HAYDON,haydon,2020.0,China,Shanghai,Consumer & retail,0.0,0,1000000000.0,2021-09-24
HEYTEA,heytea,2012.0,China,Shenzhen,Other,0.0,0,9280000000.0,2019-07-01
HMD Global,hmdglobal,2016.0,Finland,Espoo,Mobile & telecommunications,0.0,0,1000000000.0,2018-05-21
Hailo,hailo,2017.0,Israel,Tel Aviv,Artificial intelligence,50600000.0,3,1000000000.0,2021-06-23
Handshake,handshake,2014.0,United States,San Francisco,Internet,1500000.0,1,3500000000.0,2021-05-12
Haomao.AI,haomaoai,2019.0,China,Beijing,Other,0.0,0,1000000000.0,2021-12-22
Happy Money,happymoney,2009.0,United States,Tustin,Fintech,0.0,0,1150000000.0,2022-02-08
Harness,harness,2016.0,United States,San Francisco,Artificial intelligence,0.0,0,2000000000.0,2021-01-14
Harry's,harrys,2013.0,United States,New York,Consumer & retail,0.0,0,1700000000.0,2018-02-16
Hasura,hasura,2017.0,India,Bengaluru,Internet,0.0,0,1000000000.0,2022-02-22
HeartFlow,heartflow,2007.0,United States,Redwood City,Health,107016021.0,4,1300000000.0,2017-12-04
Helium Systems,heliumsystems,2013.0,United States,San Francisco,Internet,0.0,0,1200000000.0,2022-02-22
Hello TransTech,hellotranstech,2016.0,China,Shanghai,Auto & transportation,0.0,0,5000000000.0,2018-06-01
Hesai Tech,hesaitech,2013.0,China,Shanghai,Artificial intelligence,0.0,0,2180000000.0,2020-08-01
Heyday,heyday,2017.0,United States,Chicago,E-commerce & direct-to-consumer,2000000.0,1,1000000000.0,2021-11-16
Hibob,hibob,2015.0,Israel,Tel Aviv,Internet,0.0,0,1650000000.0,2021-10-12
HighRadius,highradius,2006.0,United States,Houston,Fintech,0.0,0,3100000000.0,2020-01-07
Highspot,highspot,2013.0,United States,Seattle,Internet,0.0,0,3500000000.0,2021-02-22
Hinge Health,hingehealth,2015.0,United States,San Francisco,Health,0.0,0,6200000000.0,2021-01-06
Hive,hive,2013.0,United States,San Francisco,Artificial intelligence,0.0,0,2000000000.0,2021-04-21
Hive Box,hivebox,2015.0,China,Shenzhen,"Supply chain, logistics, & delivery",0.0,0,1400000000.0,2018-01-23
HomeLight,homelight,2012.0,United States,San Francisco,Fintech,1500000.0,1,1600000000.0,2021-09-02
HoneyBook,honeybook,2013.0,United States,San Francisco,Internet,0.0,1,1100000000.0,2021-05-04
Honor Technology,honortechnology,2014.0,United States,San Francisco,Internet,0.0,0,1250000000.0,2021-10-05
Hopin,hopin,2019.0,United Kingdom,London,Internet,0.0,0,8000000000.0,2020-11-10
Hopper,hopper,2007.0,Canada,Montreal,Travel,21723709.0,3,5000000000.0,2021-03-24
Horizon Robotics,horizonrobotics,2015.0,China,Beijing,Artificial intelligence,0.0,0,5000000000.0,2019-02-27
Hosjoy,hosjoy,2009.0,China,Nanjing,E-commerce & direct-to-consumer,0.0,0,1000000000.0,2018-10-18
Hotmart,hotmart,2011.0,Netherlands,Amsterdam,E-commerce & direct-to-consumer,0.0,0,1000000000.0,2020-03-17
Houzz,houzz,2008.0,United States,Palo Alto,E-commerce & direct-to-consumer,48600000.0,3,4000000000.0,2014-09-30
Howden Group Holdings,howdengroupholdings,1994.0,United Kingdom,London,Other,0.0,0,5000000000.0,2020-09-29
Hozon Auto,hozonauto,2014.0,China,Shanghai,Auto & transportation,0.0,0,3950000000.0,2021-10-25
HuJiang,hujiang,2001.0,China,Shanghai,Edtech,0.0,0,1000000000.0,2015-10-29
Huaqin Telecom Technology,huaqintelecomtechnology,2005.0,China,Shanghai,Mobile & telecommunications,0.0,0,2190000000.0,2019-10-08
HuiMin,huimin,2013.0,China,Beijing,E-commerce & direct-to-consumer,0.0,0,2000000000.0,2016-09-05
Huike Group,huikegroup,2010.0,China,Beijing,Edtech,0.0,0,1000000000.0,2018-05-24
Huisuanzhang,huisuanzhang,2015.0,China,Beijing,Fintech,0.0,0,1280000000.0,2021-05-24
Human Interest,humaninterest,2015.0,United States,San Francisco,Fintech,0.0,0,1000000000.0,2021-08-04
HyalRoute,hyalroute,2015.0,Singapore,Mobile & telecommunications,Other,0.0,0,3500000000.0,2020-05-26
Hyperchain,hyperchain,2016.0,China,Hangzhou,Fintech,0.0,0,1000000000.0,2021-04-11
ID.me,idme,2010.0,United States,McLean,Cybersecurity,3300000.0,2,1500000000.0,2021-03-19
IRL,irl,2017.0,United States,San Francisco,Internet,0.0,0,1170000000.0,2021-06-15
ISN,isn,2001.0,United States,Dallas,"Supply chain, logistics, & delivery",0.0,0,2000000000.0,2020-12-17
Ibotta,ibotta,2011.0,United States,Denver,Fintech,0.0,0,1000000000.0,2019-08-06
Icertis,icertis,2009.0,United States,Bellevue,Artificial intelligence,0.0,0,5000000000.0,2019-07-17
Il Makiage,ilmakiage,2018.0,United States,New York,E-commerce & direct-to-consumer,0.0,0,1500000000.0,2022-01-10
Illumio,illumio,2013.0,United States,Sunnyvale,Cybersecurity,42500000.0,2,2750000000.0,2015-04-14
Iluvatar CoreX,iluvatarcorex,2015.0,China,Shanghai,Hardware,0.0,0,1550000000.0,2021-03-01
Immutable,immutable,2018.0,Australia,Sydney,Fintech,0.0,0,3000000000.0,2022-03-07
Impact,impact,2008.0,United States,Santa Barbara,Internet,0.0,0,1500000000.0,2021-07-13
Impossible Foods,impossiblefoods,2011.0,United States,Redwood City,Consumer & retail,0.0,0,4000000000.0,2019-05-13
Improbable,improbable,2012.0,United Kingdom,London,Other,0.0,0,2000000000.0,2017-05-11
InFarm,infarm,2013.0,Germany,Berlin,Other,0.0,0,1000000000.0,2021-12-16
InMobi,inmobi,2007.0,India,Bengaluru,Mobile & telecommunications,215600000.0,4,1000000000.0,2014-12-02
InSightec,insightec,1999.0,Israel,Tirat Carmel,Health,30900000.0,1,1300000000.0,2020-03-06
InVision,invision,2011.0,United States,New York,Internet,51116400.0,6,1900000000.0,2017-11-01
Inari,inari,2016.0,United States,Cambridge,Other,0.0,0,1200000000.0,2021-05-12
Incode Technologies,incodetechnologies,2015.0,United States,San Francisco,Cybersecurity,0.0,0,1250000000.0,2021-12-07
Indigo Ag,indigoag,2014.0,United States,Boston,Artificial intelligence,0.0,0,3500000000.0,2017-09-26
Infinidat,infinidat,2011.0,United States,Waltham,Hardware,0.0,0,1600000000.0,2015-04-29
Infobip,infobip,2006.0,Croatia,Vodnjan,Mobile & telecommunications,0.0,0,1000000000.0,2020-07-30
Infra.Market,inframarket,2016.0,India,Thane,E-commerce & direct-to-consumer,0.0,0,2500000000.0,2021-02-25
Injective Protocol,injectiveprotocol,2018.0,United States,New York,Fintech,0.0,0,1000000000.0,2021-04-20
Innovaccer,innovaccer,2014.0,United States,San Francisco,Health,0.0,0,3200000000.0,2021-02-19
Insider,insider,2012.0,Turkey,Istanbul,Internet,0.0,0,1220000000.0,2022-02-28
Instabase,instabase,2015.0,United States,San Francisco,Data,0.0,0,1050000000.0,2019-10-21
Instacart,instacart,2012.0,United States,San Francisco,"Supply chain, logistics, & delivery",10800000.0,2,39000000000.0,2014-12-30
Intarcia Therapeutics,intarciatherapeutics,1995.0,United States,Boston,Health,380097291.0,8,3800000000.0,2014-04-01
Intellifusion,intellifusion,2014.0,China,Shenzhen,Artificial intelligence,0.0,0,1000000000.0,2019-03-22
Intercom,intercom,2011.0,United States,San Francisco,Internet,7750000.0,3,1280000000.0,2018-03-27
Interos,interos,2005.0,United States,Arlington,Fintech,0.0,0,1000000000.0,2021-07-22
Inxeption,inxeption,2017.0,United States,San Francisco,Fintech,0.0,0,3000000000.0,2022-01-13
Iodine Software,iodinesoftware,2010.0,United States,Austin,Data,0.0,0,1000000000.0,2021-12-01
Ironclad,ironclad,2014.0,United States,Sacramento,Internet,0.0,0,3200000000.0,2022-01-18
Island,island,2020.0,United States,Dallas,Internet,0.0,0,1000000000.0,2022-03-23
Iterable,iterable,2013.0,United States,San Francisco,Internet,0.0,1,2000000000.0,2021-06-15
Ivalua,ivalua,2000.0,United States,Redwood City,Fintech,4444200.0,1,1100000000.0,2019-05-21
J&T Express,jtexpress,2015.0,Indonesia,Jakarta,"Supply chain, logistics, & delivery",0.0,0,20000000000.0,2021-04-07
JOLLY Information Technology,jollyinformationtechnology,2008.0,China,Hangzhou,E-commerce & direct-to-consumer,0.0,0,1500000000.0,2018-05-29
JUUL Labs,juullabs,2015.0,United States,San Francisco,Consumer & retail,0.0,0,12000000000.0,2017-12-20
Jeeves,jeeves,2019.0,United States,Orlando,Fintech,0.0,1,2000000000.0,2022-03-14
JimuBox,jimubox,2013.0,China,Beijing,Fintech,0.0,0,1000000000.0,2015-04-21
Jiuxian,jiuxian,2009.0,China,Beijing,E-commerce & direct-to-consumer,0.0,0,1050000000.0,2015-07-30
Jobandtalent,jobandtalent,2009.0,Spain,Madrid,Internet,4731330.0,3,2350000000.0,2021-12-01
Jokr,jokr,2021.0,United States,New York,E-commerce & direct-to-consumer,0.0,0,1200000000.0,2021-12-02
JoyTunes,joytunes,2011.0,Israel,Tel Aviv,Edtech,2000000.0,2,1000000000.0,2021-06-21
Juanpi,juanpi,2012.0,China,Wuhan,E-commerce & direct-to-consumer,0.0,0,1100000000.0,2016-04-14
Juma Peisong,jumapeisong,2011.0,China,Chengdu,"Supply chain, logistics, & delivery",0.0,0,1450000000.0,2018-11-26
JumpCloud,jumpcloud,2012.0,United States,Louisville,Data,1200000.0,1,2620000000.0,2021-09-13
Jusfoun Big Data,jusfounbigdata,2010.0,China,Beijing,Data,0.0,0,1620000000.0,2018-07-09
Justworks,justworks,2012.0,United States,New York,Internet,1000000.0,1,1430000000.0,2020-01-28
K Health,khealth,2016.0,United States,New York,Health,0.0,0,1500000000.0,2021-01-19
KK Group,kkgroup,2014.0,China,Dongguan,E-commerce & direct-to-consumer,0.0,0,3000000000.0,2019-10-23
KRY,kry,2014.0,Sweden,Stockholm,Health,0.0,0,2000000000.0,2021-04-27
Kajabi,kajabi,2010.0,United States,Irvine,Internet,0.0,0,2000000000.0,2021-05-04
Karat,karat,2014.0,United States,Seattle,Internet,0.0,0,1100000000.0,2021-10-13
Kaseya,kaseya,2000.0,United States,Miami,Cybersecurity,0.0,1,2000000000.0,2019-03-27
Kavak,kavak,2016.0,Mexico,Lerma de Villada,E-commerce & direct-to-consumer,0.0,0,8700000000.0,2020-10-01
Keenon Robotics,keenonrobotics,2010.0,China,Shanghai,"Supply chain, logistics, & delivery",0.0,0,1000000000.0,2021-09-15
Keep,keep,2014.0,China,Beijing,Mobile & telecommunications,0.0,0,2000000000.0,2020-05-19
KeepTruckin,keeptruckin,2013.0,United States,San Francisco,"Supply chain, logistics, & delivery",2300000.0,1,2300000000.0,2019-04-23
Kendra Scott,kendrascott,2002.0,United States,Austin,Consumer & retail,0.0,0,1000000000.0,2016-12-21
Kitopi,kitopi,2018.0,United Arab Emirates,Dubai,"Supply chain, logistics, & delivery",0.0,0,1000000000.0,2021-07-01
Klarna,klarna,2005.0,Sweden,Stockholm,Fintech,166280000.0,4,45600000000.0,2011-12-12
Klaviyo,klaviyo,2012.0,United States,Boston,Internet,0.0,0,9200000000.0,2020-11-17
Klook,klook,2014.0,Hong Kong,Central,Travel,0.0,0,1350000000.0,2018-08-07
KnowBox,knowbox,2014.0,China,Beijing,Edtech,0.0,0,1000000000.0,2019-05-30
Komodo Health,komodohealth,2014.0,United States,San Francisco,Health,0.0,0,3300000000.0,2020-05-22
Konfio,konfio,2013.0,Mexico,Mexico City,Fintech,0.0,0,1300000000.0,2021-09-29
Kong,kong,2007.0,United States,San Francisco,Internet,0.0,0,1400000000.0,2020-12-31
Kopi Kenangan,kopikenangan,2017.0,Indonesia,Jakarta,Consumer & retail,0.0,0,1000000000.0,2021-12-27
Koudai,koudai,2010.0,China,Beijing,E-commerce & direct-to-consumer,0.0,0,1400000000.0,2014-10-23
Kraken,kraken,2011.0,United States,San Francisco,Fintech,0.0,0,2920000000.0,2019-06-25
Kuaigou Dache,kuaigoudache,2014.0,China,Tianjin,"Supply chain, logistics, & delivery",0.0,0,1000000000.0,2018-07-13
Kuaikan Manhua,kuaikanmanhua,2014.0,China,Beijing,Internet,0.0,0,1250000000.0,2017-12-01
Kujiale,kujiale,2011.0,China,Hangzhou,Internet,0.0,0,2000000000.0,2019-10-25
Kurly,kurly,2014.0,South Korea,Seoul,"Supply chain, logistics, & delivery",0.0,0,3300000000.0,2021-07-09
L&P Cosmetic,lpcosmetic,2009.0,South Korea,Seoul,Consumer & retail,0.0,0,1190000000.0,2016-01-01
LEAD School,leadschool,2012.0,India,Andheri,Edtech,0.0,0,1100000000.0,2022-01-13
LTK,ltk,2011.0,United States,Dallas,Internet,0.0,0,2000000000.0,2021-11-22
Lacework,lacework,2015.0,United States,San Jose,Cybersecurity,0.0,0,8300000000.000001,2021-01-07
Lalamove,lalamove,2013.0,Hong Kong,Cheung Sha Wan,"Supply chain, logistics, & delivery",0.0,0,10000000000.0,2019-02-21
Lamabang,lamabang,2011.0,China,Shenzhen,E-commerce & direct-to-consumer,0.0,0,1000000000.0,2015-03-06
Lattice,lattice,2015.0,United States,San Francisco,Internet,1509600.0,2,3000000000.0,2021-03-23
LaunchDarkly,launchdarkly,2014.0,United States,Oakland,Internet,0.0,0,3000000000.0,2021-07-28
LayerZero Labs,layerzerolabs,2021.0,United States,New York,Internet,0.0,0,1000000000.0,2022-03-30
Leap Motor,leapmotor,2015.0,China,Hangzhou,Auto & transportation,0.0,0,1010000000.0,2018-11-20
Ledger,ledger,2014.0,France,Paris,Hardware,0.0,0,1500000000.0,2021-06-10
Lendable,lendable,2014.0,United Kingdom,London,Fintech,0.0,0,5000000000.0,2021-03-31
